amount,due_date,paid_date,status,tenant_profile_id,suite_id
1200,4470-01-22,4470-01-31,PAID,29767,29867
1500,4470-02-21,4470-02-28,PAID,29768,29868
1000,4470-03-23,4470-03-25,PAID,29769,29869
1200,4470-04-22,4470-04-24,PAID,29770,29870
1000,4470-05-22,4470-05-30,PAID,29771,29871
1000,4470-06-21,4470-06-29,PAID,29772,29872
1200,4470-07-21,,DUE,29773,29873
1000,4470-08-20,4470-08-27,PAID,29774,29874
1500,4470-09-19,4470-09-21,PAID,29775,29875
1500,4470-10-19,,DUE,29776,29876
1200,4470-11-18,4470-11-22,PAID,29777,29877
1500,4470-12-18,,DUE,29778,29878
1000,4471-01-17,4471-01-19,PAID,29779,29879
1200,4471-02-16,4471-02-19,PAID,29780,29880
1500,4471-03-18,4471-03-19,PAID,29781,29881
1000,4471-04-17,,DUE,29782,29882
1500,4471-05-17,,DUE,29783,29883
1200,4471-06-16,,DUE,29784,29884
1000,4471-07-16,4471-07-22,PAID,29785,29885
1200,4471-08-15,,DUE,29786,29886
1000,4471-09-14,4471-09-20,PAID,29787,29887
1000,4471-10-14,,DUE,29788,29888
1000,4471-11-13,4471-11-20,PAID,29789,29889
1500,4471-12-13,4471-12-20,PAID,29790,29890
1500,4472-01-12,,DUE,29791,29891
1000,4472-02-11,,DUE,29792,29892
1000,4472-03-12,4472-03-20,PAID,29793,29893
1500,4472-04-11,,DUE,29794,29894
1200,4472-05-11,4472-05-14,PAID,29795,29895
1500,4472-06-10,4472-06-20,PAID,29796,29896
1500,4472-07-10,4472-07-16,PAID,29797,29897
1200,4472-08-09,,DUE,29798,29898
1200,4472-09-08,4472-09-10,PAID,29799,29899
1000,4472-10-08,4472-10-16,PAID,29800,29900
1200,4472-11-07,4472-11-12,PAID,29801,29901
1200,4472-12-07,,DUE,29802,29902
1000,4473-01-06,,DUE,29803,29903
1200,4473-02-05,,DUE,29804,29904
1200,4473-03-07,,DUE,29805,29905
1500,4473-04-06,,DUE,29806,29906
1000,4473-05-06,,DUE,29807,29907
1200,4473-06-05,4473-06-14,PAID,29808,29908
1200,4473-07-05,4473-07-15,PAID,29809,29909
1200,4473-08-04,4473-08-08,PAID,29810,29910
1000,4473-09-03,4473-09-08,PAID,29811,29911
1500,4473-10-03,4473-10-13,PAID,29812,29912
1200,4473-11-02,4473-11-10,PAID,29813,29913
1500,4473-12-02,4473-12-10,PAID,29814,29914
1000,4474-01-01,,DUE,29815,29915
1500,4474-01-31,4474-02-03,PAID,29816,29916
1000,4474-03-02,,DUE,29817,29917
1200,4474-04-01,,DUE,29818,29918
1000,4474-05-01,,DUE,29819,29919
1000,4474-05-31,4474-06-09,PAID,29820,29920
1500,4474-06-30,,DUE,29821,29921
1200,4474-07-30,,DUE,29822,29922
1500,4474-08-29,,DUE,29823,29923
1000,4474-09-28,4474-09-30,PAID,29824,29924
1200,4474-10-28,,DUE,29825,29925
1500,4474-11-27,,DUE,29826,29926
1500,4474-12-27,,DUE,29827,29927
1000,4475-01-26,,DUE,29828,29928
1200,4475-02-25,4475-02-28,PAID,29829,29929
1200,4475-03-27,4475-04-01,PAID,29830,29930
1200,4475-04-26,,DUE,29831,29931
1500,4475-05-26,,DUE,29832,29932
1500,4475-06-25,,DUE,29833,29933
1200,4475-07-25,,DUE,29834,29934
1500,4475-08-24,,DUE,29835,29935
1200,4475-09-23,,DUE,29836,29936
1000,4475-10-23,4475-10-25,PAID,29837,29937
1500,4475-11-22,,DUE,29838,29938
1500,4475-12-22,4475-12-31,PAID,29839,29939
1500,4476-01-21,4476-01-30,PAID,29840,29940
1000,4476-02-20,,DUE,29841,29941
1000,4476-03-21,4476-03-23,PAID,29842,29942
1500,4476-04-20,,DUE,29843,29943
1500,4476-05-20,,DUE,29844,29944
1000,4476-06-19,,DUE,29845,29945
1200,4476-07-19,4476-07-27,PAID,29846,29946
1000,4476-08-18,,DUE,29847,29947
1500,4476-09-17,,DUE,29848,29948
1000,4476-10-17,,DUE,29849,29949
1200,4476-11-16,4476-11-18,PAID,29850,29950
1200,4476-12-16,4476-12-18,PAID,29851,29951
1500,4477-01-15,,DUE,29852,29952
1200,4477-02-14,,DUE,29853,29953
1000,4477-03-16,,DUE,29854,29954
1500,4477-04-15,4477-04-23,PAID,29855,29955
1500,4477-05-15,,DUE,29856,29956
1500,4477-06-14,,DUE,29857,29957
1500,4477-07-14,4477-07-17,PAID,29858,29958
1200,4477-08-13,,DUE,29859,29959
1500,4477-09-12,4477-09-20,PAID,29860,29960
1200,4477-10-12,,DUE,29861,29961
1500,4477-11-11,4477-11-13,PAID,29862,29962
1200,4477-12-11,,DUE,29863,29963
1500,4478-01-10,,DUE,29864,29964
1500,4478-02-09,,DUE,29865,29965
1200,4478-03-11,,DUE,29866,29966
1000,4478-04-10,4478-04-13,PAID,29867,29967
1000,4478-05-10,4478-05-18,PAID,29868,29968
1200,4478-06-09,,DUE,29869,29969
1500,4478-07-09,4478-07-15,PAID,29870,29970
1000,4478-08-08,4478-08-18,PAID,29871,29971
1200,4478-09-07,,DUE,29872,29972
1200,4478-10-07,4478-10-13,PAID,29873,29973
1000,4478-11-06,,DUE,29874,29974
1000,4478-12-06,4478-12-14,PAID,29875,29975
1500,4479-01-05,,DUE,29876,29976
1200,4479-02-04,4479-02-08,PAID,29877,29977
1000,4479-03-06,,DUE,29878,29978
1000,4479-04-05,,DUE,29879,29979
1500,4479-05-05,4479-05-07,PAID,29880,29980
1500,4479-06-04,4479-06-09,PAID,29881,29981
1000,4479-07-04,4479-07-13,PAID,29882,29982
1200,4479-08-03,4479-08-07,PAID,29883,29983
1000,4479-09-02,4479-09-04,PAID,29884,29984
1000,4479-10-02,,DUE,29885,29985
1500,4479-11-01,,DUE,29886,29986
1500,4479-12-01,,DUE,29887,29987
1500,4479-12-31,,DUE,29888,29988
1200,4480-01-30,4480-02-07,PAID,29889,29989
1500,4480-02-29,,DUE,29890,29990
1200,4480-03-30,,DUE,29891,29991
1500,4480-04-29,4480-05-07,PAID,29892,29992
1500,4480-05-29,,DUE,29893,29993
1500,4480-06-28,,DUE,29894,29994
1000,4480-07-28,,DUE,29895,29995
1500,4480-08-27,4480-09-02,PAID,29896,29996
1500,4480-09-26,,DUE,29897,29997
1500,4480-10-26,4480-11-05,PAID,29898,29998
1000,4480-11-25,4480-11-30,PAID,29899,29999
1000,4480-12-25,,DUE,29900,30000
1500,4481-01-24,,DUE,29901,30001
1500,4481-02-23,,DUE,29902,30002
1200,4481-03-25,4481-03-27,PAID,29903,30003
1000,4481-04-24,,DUE,29904,30004
1000,4481-05-24,4481-05-26,PAID,29905,30005
1200,4481-06-23,4481-06-27,PAID,29906,30006
1000,4481-07-23,4481-07-26,PAID,29907,30007
1000,4481-08-22,4481-08-26,PAID,29908,30008
1500,4481-09-21,4481-09-22,PAID,29909,30009
1000,4481-10-21,,DUE,29910,30010
1200,4481-11-20,4481-11-23,PAID,29911,30011
1000,4481-12-20,,DUE,29912,30012
1000,4482-01-19,,DUE,29913,30013
1200,4482-02-18,,DUE,29914,30014
1200,4482-03-20,,DUE,29915,30015
1500,4482-04-19,4482-04-26,PAID,29916,30016
1200,4482-05-19,4482-05-29,PAID,29917,30017
1200,4482-06-18,,DUE,29918,30018
1200,4482-07-18,,DUE,29919,30019
1200,4482-08-17,4482-08-20,PAID,29920,30020
1000,4482-09-16,4482-09-25,PAID,29921,30021
1200,4482-10-16,,DUE,29922,30022
1000,4482-11-15,4482-11-16,PAID,29923,30023
1500,4482-12-15,4482-12-24,PAID,29924,30024
1000,4483-01-14,4483-01-24,PAID,29925,30025
1200,4483-02-13,4483-02-23,PAID,29926,30026
1500,4483-03-15,4483-03-25,PAID,29927,30027
1200,4483-04-14,4483-04-17,PAID,29928,30028
1000,4483-05-14,,DUE,29929,30029
1000,4483-06-13,,DUE,29930,30030
1200,4483-07-13,,DUE,29931,30031
1000,4483-08-12,4483-08-19,PAID,29932,30032
1500,4483-09-11,4483-09-15,PAID,29933,30033
1000,4483-10-11,4483-10-16,PAID,29934,30034
1500,4483-11-10,,DUE,29935,30035
1200,4483-12-10,,DUE,29936,30036
1000,4484-01-09,4484-01-12,PAID,29937,30037
1000,4484-02-08,,DUE,29938,30038
1000,4484-03-09,,DUE,29939,30039
1000,4484-04-08,,DUE,29940,30040
1200,4484-05-08,4484-05-09,PAID,29941,30041
1200,4484-06-07,,DUE,29942,30042
1500,4484-07-07,4484-07-16,PAID,29943,30043
1000,4484-08-06,4484-08-14,PAID,29944,30044
1200,4484-09-05,4484-09-12,PAID,29945,30045
1500,4484-10-05,4484-10-13,PAID,29946,30046
1500,4484-11-04,4484-11-09,PAID,29947,30047
1200,4484-12-04,4484-12-12,PAID,29948,30048
1200,4485-01-03,4485-01-08,PAID,29949,30049
1000,4485-02-02,,DUE,29950,30050
1500,4485-03-04,,DUE,29951,30051
1200,4485-04-03,4485-04-11,PAID,29952,30052
1000,4485-05-03,4485-05-12,PAID,29953,30053
1500,4485-06-02,,DUE,29954,30054
1500,4485-07-02,4485-07-12,PAID,29955,30055
1500,4485-08-01,,DUE,29956,30056
1500,4485-08-31,4485-09-06,PAID,29957,30057
1000,4485-09-30,4485-10-05,PAID,29958,30058
1500,4485-10-30,,DUE,29959,30059
1500,4485-11-29,4485-12-04,PAID,29960,30060
1000,4485-12-29,4486-01-02,PAID,29961,30061
1500,4486-01-28,4486-02-03,PAID,29962,30062
1000,4486-02-27,4486-03-07,PAID,29963,30063
1000,4486-03-29,,DUE,29964,30064
1500,4486-04-28,,DUE,29965,30065
1500,4486-05-28,4486-06-05,PAID,29966,30066
1200,4486-06-27,,DUE,29967,30067
1000,4486-07-27,4486-07-30,PAID,29968,30068
1200,4486-08-26,,DUE,29969,30069
1200,4486-09-25,,DUE,29970,30070
1500,4486-10-25,4486-11-01,PAID,29971,30071
1500,4486-11-24,,DUE,29972,30072
1000,4486-12-24,4487-01-02,PAID,29973,30073
1500,4487-01-23,,DUE,29974,30074
1500,4487-02-22,,DUE,29975,30075
1200,4487-03-24,,DUE,29976,30076
1000,4487-04-23,4487-04-29,PAID,29977,30077
1200,4487-05-23,4487-05-25,PAID,29978,30078
1500,4487-06-22,,DUE,29979,30079
1000,4487-07-22,,DUE,29980,30080
1500,4487-08-21,,DUE,29981,30081
1200,4487-09-20,4487-09-28,PAID,29982,30082
1200,4487-10-20,,DUE,29983,30083
1500,4487-11-19,,DUE,29984,30084
1500,4487-12-19,4487-12-20,PAID,29985,30085
1200,4488-01-18,,DUE,29986,30086
1000,4488-02-17,,DUE,29987,30087
1000,4488-03-18,,DUE,29988,30088
1000,4488-04-17,,DUE,29989,30089
1000,4488-05-17,4488-05-18,PAID,29990,30090
1000,4488-06-16,4488-06-22,PAID,29991,30091
1000,4488-07-16,4488-07-26,PAID,29992,30092
1000,4488-08-15,4488-08-25,PAID,29993,30093
1200,4488-09-14,4488-09-18,PAID,29994,30094
1200,4488-10-14,,DUE,29995,30095
1500,4488-11-13,4488-11-20,PAID,29996,30096
1000,4488-12-13,,DUE,29997,30097
1200,4489-01-12,4489-01-19,PAID,29998,30098
1500,4489-02-11,4489-02-16,PAID,29999,30099
1200,4489-03-13,4489-03-17,PAID,30000,30100
1000,4489-04-12,,DUE,30001,30101
1500,4489-05-12,,DUE,30002,30102
1000,4489-06-11,4489-06-15,PAID,30003,30103
1200,4489-07-11,,DUE,30004,30104
1500,4489-08-10,4489-08-11,PAID,30005,30105
1500,4489-09-09,4489-09-11,PAID,30006,30106
1000,4489-10-09,4489-10-12,PAID,30007,30107
1200,4489-11-08,4489-11-15,PAID,30008,30108
1500,4489-12-08,,DUE,30009,30109
1200,4490-01-07,,DUE,30010,30110
1200,4490-02-06,,DUE,30011,30111
1500,4490-03-08,,DUE,30012,30112
1500,4490-04-07,,DUE,30013,30113
1000,4490-05-07,,DUE,30014,30114
1500,4490-06-06,4490-06-15,PAID,30015,30115
1000,4490-07-06,,DUE,30016,30116
1200,4490-08-05,,DUE,30017,30117
1500,4490-09-04,,DUE,30018,30118
1000,4490-10-04,,DUE,30019,30119
1500,4490-11-03,4490-11-09,PAID,30020,30120
1500,4490-12-03,4490-12-04,PAID,30021,30121
1000,4491-01-02,,DUE,30022,30122
1000,4491-02-01,4491-02-02,PAID,30023,30123
1000,4491-03-03,4491-03-06,PAID,30024,30124
1000,4491-04-02,4491-04-06,PAID,30025,30125
1500,4491-05-02,4491-05-03,PAID,30026,30126
1500,4491-06-01,4491-06-03,PAID,30027,30127
1200,4491-07-01,,DUE,30028,30128
1000,4491-07-31,,DUE,30029,30129
1500,4491-08-30,4491-08-31,PAID,30030,30130
1200,4491-09-29,4491-10-02,PAID,30031,30131
1500,4491-10-29,,DUE,30032,30132
1200,4491-11-28,4491-12-07,PAID,30033,30133
1500,4491-12-28,4491-12-29,PAID,30034,30134
1000,4492-01-27,4492-02-03,PAID,30035,30135
1500,4492-02-26,4492-03-02,PAID,30036,30136
1000,4492-03-27,,DUE,30037,30137
1200,4492-04-26,4492-05-04,PAID,30038,30138
1000,4492-05-26,4492-06-05,PAID,30039,30139
1200,4492-06-25,4492-07-05,PAID,30040,30140
1200,4492-07-25,4492-07-31,PAID,30041,30141
1200,4492-08-24,,DUE,30042,30142
1200,4492-09-23,,DUE,30043,30143
1500,4492-10-23,,DUE,30044,30144
1000,4492-11-22,,DUE,30045,30145
1000,4492-12-22,,DUE,30046,30146
1200,4493-01-21,,DUE,30047,30147
1000,4493-02-20,4493-02-27,PAID,30048,30148
1500,4493-03-22,4493-03-23,PAID,30049,30149
1200,4493-04-21,,DUE,30050,30150
1500,4493-05-21,4493-05-28,PAID,30051,30151
1200,4493-06-20,,DUE,30052,30152
1000,4493-07-20,,DUE,30053,30153
1200,4493-08-19,,DUE,30054,30154
1500,4493-09-18,,DUE,30055,30155
1500,4493-10-18,4493-10-24,PAID,30056,30156
1200,4493-11-17,4493-11-23,PAID,30057,30157
1200,4493-12-17,,DUE,30058,30158
1500,4494-01-16,,DUE,30059,30159
1200,4494-02-15,4494-02-18,PAID,30060,30160
1500,4494-03-17,4494-03-22,PAID,30061,30161
1200,4494-04-16,,DUE,30062,30162
1500,4494-05-16,4494-05-17,PAID,30063,30163
1000,4494-06-15,4494-06-22,PAID,30064,30164
1200,4494-07-15,4494-07-17,PAID,30065,30165
1000,4494-08-14,,DUE,30066,30166
1000,4494-09-13,,DUE,30067,30167
1500,4494-10-13,4494-10-20,PAID,30068,30168
1200,4494-11-12,,DUE,30069,30169
1000,4494-12-12,,DUE,30070,30170
1500,4495-01-11,4495-01-20,PAID,30071,30171
1500,4495-02-10,,DUE,30072,30172
1500,4495-03-12,,DUE,30073,30173
1000,4495-04-11,4495-04-21,PAID,30074,30174
1000,4495-05-11,4495-05-12,PAID,30075,30175
1000,4495-06-10,,DUE,30076,30176
1000,4495-07-10,,DUE,30077,30177
1500,4495-08-09,4495-08-14,PAID,30078,30178
1500,4495-09-08,,DUE,30079,30179
1500,4495-10-08,4495-10-15,PAID,30080,30180
1500,4495-11-07,,DUE,30081,30181
1200,4495-12-07,,DUE,30082,30182
1000,4496-01-06,,DUE,30083,30183
1000,4496-02-05,4496-02-15,PAID,30084,30184
1500,4496-03-06,,DUE,30085,30185
1500,4496-04-05,,DUE,30086,30186
1000,4496-05-05,4496-05-10,PAID,30087,30187
1500,4496-06-04,4496-06-14,PAID,30088,30188
1000,4496-07-04,,DUE,30089,30189
1000,4496-08-03,4496-08-06,PAID,30090,30190
1200,4496-09-02,,DUE,30091,30191
1200,4496-10-02,,DUE,30092,30192
1000,4496-11-01,4496-11-07,PAID,30093,30193
1200,4496-12-01,,DUE,30094,30194
1200,4496-12-31,,DUE,30095,30195
1500,4497-01-30,4497-02-09,PAID,30096,30196
1000,4497-03-01,,DUE,30097,30197
1000,4497-03-31,4497-04-07,PAID,30098,30198
1500,4497-04-30,4497-05-09,PAID,30099,30199
1500,4497-05-30,,DUE,30100,30200
1500,4497-06-29,4497-07-06,PAID,30101,30201
1200,4497-07-29,4497-08-07,PAID,30102,30202
1000,4497-08-28,,DUE,30103,30203
1000,4497-09-27,4497-10-04,PAID,30104,30204
1500,4497-10-27,4497-10-30,PAID,30105,30205
1200,4497-11-26,,DUE,30106,30206
1200,4497-12-26,,DUE,30107,30207
1200,4498-01-25,,DUE,30108,30208
1200,4498-02-24,4498-02-25,PAID,30109,30209
1500,4498-03-26,4498-04-03,PAID,30110,30210
1000,4498-04-25,4498-05-02,PAID,30111,30211
1000,4498-05-25,4498-05-28,PAID,30112,30212
1500,4498-06-24,,DUE,30113,30213
1500,4498-07-24,,DUE,30114,30214
1000,4498-08-23,4498-08-24,PAID,30115,30215
1200,4498-09-22,,DUE,30116,30216
1000,4498-10-22,4498-10-25,PAID,30117,30217
1000,4498-11-21,,DUE,30118,30218
1500,4498-12-21,4498-12-30,PAID,30119,30219
1500,4499-01-20,4499-01-24,PAID,30120,30220
1500,4499-02-19,,DUE,30121,30221
1500,4499-03-21,4499-03-31,PAID,30122,30222
1500,4499-04-20,,DUE,30123,30223
1200,4499-05-20,,DUE,30124,30224
1200,4499-06-19,4499-06-27,PAID,30125,30225
1000,4499-07-19,,DUE,30126,30226
1000,4499-08-18,4499-08-26,PAID,30127,30227
1200,4499-09-17,4499-09-24,PAID,30128,30228
1200,4499-10-17,,DUE,30129,30229
1000,4499-11-16,,DUE,30130,30230
1000,4499-12-16,,DUE,30131,30231
1000,4500-01-15,,DUE,30132,30232
1000,4500-02-14,,DUE,30133,30233
1000,4500-03-16,4500-03-19,PAID,30134,30234
1000,4500-04-15,,DUE,30135,30235
1000,4500-05-15,,DUE,30136,30236
1500,4500-06-14,,DUE,30137,30237
1000,4500-07-14,,DUE,30138,30238
1500,4500-08-13,4500-08-16,PAID,30139,30239
1000,4500-09-12,4500-09-18,PAID,30140,30240
1500,4500-10-12,,DUE,30141,30241
1500,4500-11-11,,DUE,30142,30242
1200,4500-12-11,4500-12-17,PAID,30143,30243
1000,4501-01-10,,DUE,30144,30244
1200,4501-02-09,,DUE,30145,30245
1500,4501-03-11,4501-03-17,PAID,30146,30246
1200,4501-04-10,4501-04-19,PAID,30147,30247
1500,4501-05-10,4501-05-17,PAID,30148,30248
1500,4501-06-09,4501-06-17,PAID,30149,30249
1200,4501-07-09,4501-07-11,PAID,30150,30250
1000,4501-08-08,,DUE,30151,30251
1000,4501-09-07,,DUE,30152,30252
1200,4501-10-07,4501-10-14,PAID,30153,30253
1200,4501-11-06,4501-11-13,PAID,30154,30254
1500,4501-12-06,,DUE,30155,30255
1000,4502-01-05,4502-01-10,PAID,30156,30256
1200,4502-02-04,,DUE,30157,30257
1500,4502-03-06,4502-03-10,PAID,30158,30258
1200,4502-04-05,4502-04-12,PAID,30159,30259
1500,4502-05-05,,DUE,30160,30260
1200,4502-06-04,,DUE,30161,30261
1200,4502-07-04,,DUE,30162,30262
1200,4502-08-03,4502-08-12,PAID,30163,30263
1500,4502-09-02,,DUE,30164,30264
1000,4502-10-02,4502-10-04,PAID,30165,30265
1200,4502-11-01,4502-11-11,PAID,30166,30266
1200,4502-12-01,,DUE,30167,30267
1000,4502-12-31,,DUE,30168,30268
1200,4503-01-30,,DUE,30169,30269
1200,4503-03-01,4503-03-10,PAID,30170,30270
1000,4503-03-31,,DUE,30171,30271
1500,4503-04-30,4503-05-02,PAID,30172,30272
1200,4503-05-30,4503-06-06,PAID,30173,30273
1500,4503-06-29,,DUE,30174,30274
1500,4503-07-29,,DUE,30175,30275
1200,4503-08-28,4503-09-02,PAID,30176,30276
1500,4503-09-27,,DUE,30177,30277
1000,4503-10-27,,DUE,30178,30278
1000,4503-11-26,,DUE,30179,30279
1200,4503-12-26,4503-12-27,PAID,30180,30280
1000,4504-01-25,4504-01-28,PAID,30181,30281
1000,4504-02-24,,DUE,30182,30282
1500,4504-03-25,4504-03-27,PAID,30183,30283
1200,4504-04-24,4504-05-04,PAID,30184,30284
1000,4504-05-24,4504-05-30,PAID,30185,30285
1200,4504-06-23,4504-06-27,PAID,30186,30286
1500,4504-07-23,4504-07-25,PAID,30187,30287
1500,4504-08-22,4504-09-01,PAID,30188,30288
1200,4504-09-21,,DUE,30189,30289
1200,4504-10-21,4504-10-30,PAID,30190,30290
1500,4504-11-20,,DUE,30191,30291
1000,4504-12-20,,DUE,30192,30292
1200,4505-01-19,4505-01-27,PAID,30193,30293
1500,4505-02-18,4505-02-25,PAID,30194,30294
1200,4505-03-20,4505-03-21,PAID,30195,30295
1200,4505-04-19,4505-04-25,PAID,30196,30296
1200,4505-05-19,,DUE,30197,30297
1000,4505-06-18,,DUE,30198,30298
1200,4505-07-18,4505-07-20,PAID,30199,30299
1200,4505-08-17,4505-08-24,PAID,30200,30300
1500,4505-09-16,4505-09-23,PAID,30201,30301
1200,4505-10-16,,DUE,30202,30302
1000,4505-11-15,4505-11-25,PAID,30203,30303
1000,4505-12-15,4505-12-20,PAID,30204,30304
1500,4506-01-14,,DUE,30205,30305
1200,4506-02-13,,DUE,30206,30306
1200,4506-03-15,,DUE,30207,30307
1500,4506-04-14,4506-04-24,PAID,30208,30308
1200,4506-05-14,,DUE,30209,30309
1500,4506-06-13,,DUE,30210,30310
1500,4506-07-13,4506-07-21,PAID,30211,30311
1500,4506-08-12,4506-08-16,PAID,30212,30312
1000,4506-09-11,4506-09-12,PAID,30213,30313
1200,4506-10-11,4506-10-18,PAID,30214,30314
1000,4506-11-10,,DUE,30215,30315
1200,4506-12-10,,DUE,30216,30316
1500,4507-01-09,,DUE,30217,30317
1200,4507-02-08,4507-02-18,PAID,30218,30318
1000,4507-03-10,,DUE,30219,30319
1500,4507-04-09,4507-04-19,PAID,30220,30320
1000,4507-05-09,4507-05-15,PAID,30221,30321
1200,4507-06-08,4507-06-12,PAID,30222,30322
1200,4507-07-08,,DUE,30223,30323
1200,4507-08-07,,DUE,30224,30324
1500,4507-09-06,4507-09-08,PAID,30225,30325
1000,4507-10-06,,DUE,30226,30326
1500,4507-11-05,,DUE,30227,30327
1200,4507-12-05,,DUE,30228,30328
1200,4508-01-04,4508-01-09,PAID,30229,30329
1500,4508-02-03,4508-02-10,PAID,30230,30330
1500,4508-03-04,4508-03-10,PAID,30231,30331
1500,4508-04-03,,DUE,30232,30332
1200,4508-05-03,,DUE,30233,30333
1500,4508-06-02,,DUE,30234,30334
1000,4508-07-02,,DUE,30235,30335
1500,4508-08-01,,DUE,30236,30336
1200,4508-08-31,,DUE,30237,30337
1200,4508-09-30,4508-10-10,PAID,30238,30338
1500,4508-10-30,4508-11-04,PAID,30239,30339
1200,4508-11-29,4508-12-06,PAID,30240,30340
1500,4508-12-29,,DUE,30241,30341
1200,4509-01-28,,DUE,30242,30342
1200,4509-02-27,,DUE,30243,30343
1500,4509-03-29,,DUE,30244,30344
1000,4509-04-28,,DUE,30245,30345
1200,4509-05-28,4509-05-31,PAID,30246,30346
1200,4509-06-27,,DUE,30247,30347
1000,4509-07-27,,DUE,30248,30348
1200,4509-08-26,,DUE,30249,30349
1000,4509-09-25,,DUE,30250,30350
1000,4509-10-25,,DUE,30251,30351
1000,4509-11-24,,DUE,30252,30352
1200,4509-12-24,,DUE,30253,30353
1500,4510-01-23,,DUE,30254,30354
1500,4510-02-22,4510-02-24,PAID,30255,30355
1500,4510-03-24,,DUE,30256,30356
1200,4510-04-23,4510-05-02,PAID,30257,30357
1200,4510-05-23,4510-05-24,PAID,30258,30358
1200,4510-06-22,,DUE,30259,30359
1000,4510-07-22,,DUE,30260,30360
1000,4510-08-21,,DUE,30261,30361
1000,4510-09-20,,DUE,30262,30362
1500,4510-10-20,,DUE,30263,30363
1000,4510-11-19,4510-11-22,PAID,30264,30364
1000,4510-12-19,4510-12-27,PAID,30265,30365
1200,4511-01-18,4511-01-21,PAID,30266,30366
1000,4511-02-17,,DUE,30267,30367
1500,4511-03-19,,DUE,30268,30368
1200,4511-04-18,4511-04-27,PAID,30269,30369
1000,4511-05-18,,DUE,30270,30370
1200,4511-06-17,4511-06-24,PAID,30271,30371
1000,4511-07-17,,DUE,30272,30372
1000,4511-08-16,4511-08-21,PAID,30273,30373
1200,4511-09-15,4511-09-16,PAID,30274,30374
1000,4511-10-15,,DUE,30275,30375
1000,4511-11-14,,DUE,30276,30376
1500,4511-12-14,4511-12-24,PAID,30277,30377
1200,4512-01-13,,DUE,30278,30378
1500,4512-02-12,,DUE,30279,30379
1500,4512-03-13,,DUE,30280,30380
1000,4512-04-12,,DUE,30281,30381
1200,4512-05-12,4512-05-20,PAID,30282,30382
1000,4512-06-11,,DUE,30283,30383
1500,4512-07-11,4512-07-17,PAID,30284,30384
1200,4512-08-10,,DUE,30285,30385
1000,4512-09-09,,DUE,30286,30386
1000,4512-10-09,,DUE,30287,30387
1500,4512-11-08,,DUE,30288,30388
1000,4512-12-08,,DUE,30289,30389
1000,4513-01-07,4513-01-13,PAID,30290,30390
1500,4513-02-06,,DUE,30291,30391
1500,4513-03-08,,DUE,30292,30392
1200,4513-04-07,,DUE,30293,30393
1200,4513-05-07,,DUE,30294,30394
1000,4513-06-06,,DUE,30295,30395
1000,4513-07-06,,DUE,30296,30396
1000,4513-08-05,,DUE,30297,30397
1500,4513-09-04,4513-09-13,PAID,30298,30398
1500,4513-10-04,4513-10-05,PAID,30299,30399
1500,4513-11-03,4513-11-05,PAID,30300,30400
1500,4513-12-03,,DUE,30301,30401
1000,4514-01-02,,DUE,30302,30402
1500,4514-02-01,,DUE,30303,30403
1000,4514-03-03,4514-03-09,PAID,30304,30404
1000,4514-04-02,4514-04-10,PAID,30305,30405
1500,4514-05-02,,DUE,30306,30406
1200,4514-06-01,4514-06-11,PAID,30307,30407
1000,4514-07-01,,DUE,30308,30408
1200,4514-07-31,,DUE,30309,30409
1500,4514-08-30,,DUE,30310,30410
1000,4514-09-29,4514-10-09,PAID,30311,30411
1500,4514-10-29,4514-11-05,PAID,30312,30412
1000,4514-11-28,4514-11-30,PAID,30313,30413
1500,4514-12-28,,DUE,30314,30414
1000,4515-01-27,4515-02-02,PAID,30315,30415
1500,4515-02-26,4515-03-02,PAID,30316,30416
1500,4515-03-28,,DUE,30317,30417
1200,4515-04-27,4515-05-07,PAID,30318,30418
1200,4515-05-27,4515-05-31,PAID,30319,30419
1200,4515-06-26,4515-07-06,PAID,30320,30420
1000,4515-07-26,,DUE,30321,30421
1200,4515-08-25,4515-08-31,PAID,30322,30422
1000,4515-09-24,,DUE,30323,30423
1500,4515-10-24,4515-10-27,PAID,30324,30424
1500,4515-11-23,,DUE,30325,30425
1500,4515-12-23,4516-01-02,PAID,30326,30426
1500,4516-01-22,,DUE,30327,30427
1500,4516-02-21,,DUE,30328,30428
1000,4516-03-22,4516-03-31,PAID,30329,30429
1500,4516-04-21,4516-04-29,PAID,30330,30430
1200,4516-05-21,4516-05-28,PAID,30331,30431
1500,4516-06-20,4516-06-30,PAID,30332,30432
1500,4516-07-20,,DUE,30333,30433
1500,4516-08-19,4516-08-20,PAID,30334,30434
1000,4516-09-18,4516-09-22,PAID,30335,30435
1200,4516-10-18,4516-10-21,PAID,30336,30436
1500,4516-11-17,,DUE,30337,30437
1000,4516-12-17,,DUE,30338,30438
1000,4517-01-16,,DUE,30339,30439
1500,4517-02-15,4517-02-21,PAID,30340,30440
1200,4517-03-17,,DUE,30341,30441
1500,4517-04-16,,DUE,30342,30442
1000,4517-05-16,,DUE,30343,30443
1500,4517-06-15,,DUE,30344,30444
1500,4517-07-15,,DUE,30345,30445
1500,4517-08-14,4517-08-21,PAID,30346,30446
1200,4517-09-13,4517-09-19,PAID,30347,30447
1500,4517-10-13,,DUE,30348,30448
1500,4517-11-12,4517-11-17,PAID,30349,30449
1000,4517-12-12,4517-12-21,PAID,30350,30450
1200,4518-01-11,4518-01-18,PAID,30351,30451
